0,0,0,0,0,0,0,0
1e+05,0,0.01069,0,-0.12218,3.5098,0,0
2e+05,0,0.065554,0,-0.74929,9.036,0,0
3e+05,0,0.1677,0,-1.9169,14.414,0,0
4e+05,0,0.31703,0,-3.6237,19.866,0,0
5e+05,0,0.51423,0,-5.8777,25.399,0,0
6e+05,0,0.76,0,-8.6868,31.011,0,0
7e+05,0,1.0548,-0.00031064,-12.059,36.702,-0.023047,-0.032157
8e+05,0,1.3969,-0.0044283,-16.002,42.47,-0.17362,-0.34605
9e+05,0,1.7907,-0.01218,-20.524,48.306,-0.52157,-1.0274
1e+06,0,2.2485,-0.019395,-25.631,54.182,-1.1323,-2.0611
1.1e+06,0,2.789,-0.01907,-31.326,60.061,-1.9998,-3.3408
1.2e+06,0,3.4361,-0.0019674,-37.61,65.94,-3.0217,-4.6967
1.3e+06,0,4.2156,0.042661,-44.484,71.829,-4.0644,-5.9646
1.4e+06,0,5.153,0.12587,-51.946,77.784,-4.8354,-6.8119
1.5e+06,0,6.2691,0.25664,-59.995,83.884,-4.95,-6.8682
1.6e+06,0,7.5707,0.43819,-68.632,90.148,-4.2743,-5.937
1.7e+06,0,9.0478,0.66603,-77.866,96.51,-3.0222,-4.1714
1.8e+06,0,10.677,0.92971,-87.706,102.87,-1.6994,-2.3044
1.9e+06,0,12.433,1.217,-98.161,109.2,-1.0038,-1.3714
2e+06,0,14.301,1.5204,-109.24,115.54,-1.2966,-1.8913
2.1e+06,0,16.288,1.8419,-120.94,121.85,-2.3819,-3.5134
2.2e+06,0,18.418,2.1917,-133.26,128.09,-3.5666,-5.2092
2.3e+06,0,20.716,2.5819,-146.19,134.33,-4.0851,-5.9089
2.4e+06,0,23.196,3.0186,-159.73,140.64,-3.4171,-4.9278
2.5e+06,0,25.845,3.4957,-173.86,146.93,-2.1012,-3.044
2.6e+06,0,28.633,4.0005,-188.6,153.13,-1.5479,-2.2615
2.7e+06,0,31.55,4.5265,-203.94,159.24,-2.2527,-3.2665
2.8e+06,0,34.608,5.0805,-219.87,165.28,-3.3192,-4.7733
2.9e+06,0,37.83,5.6735,-236.39,171.3,-3.544,-5.1031
3e+06,0,41.224,6.3083,-253.48,177.35,-2.6066,-3.8022
3.1e+06,0,44.768,6.9752,-271.16,183.34,-1.9397,-2.8472
3.2e+06,0,48.448,7.6671,-289.41,189.23,-2.4761,-3.5635
3.3e+06,0,52.273,8.3892,-308.23,195.05,-3.2213,-4.6074
3.4e+06,0,56.26,9.1494,-327.62,200.84,-3.036,-4.3968
3.5e+06,0,60.404,9.9457,-347.55,206.56,-2.3134,-3.4023
3.6e+06,0,64.689,10.77,-368.03,212.14,-2.3874,-3.4509
3.7e+06,0,69.113,11.623,-389.05,217.6,-2.9529,-4.2143
3.8e+06,0,73.686,12.51,-410.58,222.97,-2.8777,-4.1703
3.9e+06,0,78.406,13.43,-432.63,228.25,-2.4484,-3.585
4e+06,0,83.262,14.377,-455.18,233.41,-2.6185,-3.7592
4.1e+06,0,88.255,15.354,-478.23,238.46,-2.8589,-4.096
4.2e+06,0,93.389,16.363,-501.75,243.42,-2.6453,-3.8466
4.3e+06,0,98.656,17.4,-525.75,248.26,-2.5866,-3.7416
4.4e+06,0,104.05,18.465,-550.21,252.99,-2.758,-3.956
4.5e+06,0,109.59,19.558,-575.11,257.62,-2.6936,-3.8972
4.6e+06,0,115.25,20.68,-600.46,262.14,-2.6265,-3.8012
4.7e+06,0,121.03,21.829,-626.23,266.55,-2.7141,-3.903
4.8e+06,0,126.94,23.005,-652.42,270.85,-2.6889,-3.885
4.9e+06,0,132.97,24.208,-679.02,275.08,-2.6557,-3.8383
5e+06,0,139.13,25.436,-706.02,279.25,-2.6991,-3.8875
5.1e+06,0,145.4,26.691,-733.42,283.37,-2.6796,-3.8706
5.2e+06,0,151.8,27.972,-761.21,287.46,-2.672,-3.8573
5.3e+06,0,158.31,29.279,-789.39,291.5,-2.6904,-3.879
5.4e+06,0,164.95,30.611,-817.95,295.46,-2.6759,-3.8644
5.5e+06,0,171.7,31.968,-846.88,298.98,-2.6804,-3.8667
5.6e+06,0,178.54,33.346,-876.08,301.23,-2.6832,-3.8712
5.7e+06,0,185.44,34.736,-905.43,302.16,-2.6772,-3.8641
5.8e+06,0,192.37,36.134,-934.81,302.02,-2.6819,-3.8684
5.9e+06,0,199.32,37.533,-964.13,301.03,-2.6793,-3.8661
6e+06,0,206.25,38.93,-993.31,299.2,-2.6791,-3.865
6.1e+06,0,213.15,40.319,-1022.3,296.59,-2.6802,-3.8659
6.2e+06,0,220,41.7,-1051,293.91,-2.6784,-3.8638
6.3e+06,0,226.82,43.072,-1079.4,291.34,-2.6793,-3.8643
6.4e+06,0,233.59,44.435,-1107.6,288.83,-2.6789,-3.8637
6.5e+06,0,240.33,45.789,-1135.5,286.34,-2.6783,-3.8627
6.6e+06,0,247.03,47.136,-1163.2,283.89,-2.6786,-3.8627
6.7e+06,0,253.69,48.474,-1190.6,281.46,-2.678,-3.8618
6.8e+06,0,260.31,49.804,-1217.8,279.07,-2.6778,-3.8612
6.9e+06,0,266.9,51.127,-1244.8,276.7,-2.6778,-3.8608
7e+06,0,273.45,52.442,-1271.5,274.38,-2.6774,-3.8602
7.1e+06,0,279.97,53.749,-1298,272.1,-2.6774,-3.86
7.2e+06,0,286.45,55.049,-1324.3,269.85,-2.677,-3.8591
7.3e+06,0,292.9,56.342,-1350.4,267.62,-2.6768,-3.8585
7.4e+06,0,299.32,57.628,-1376.2,265.42,-2.6766,-3.858
7.5e+06,0,305.7,58.907,-1401.8,263.24,-2.6763,-3.8573
7.6e+06,0,312.06,60.179,-1427.2,261.08,-2.676,-3.8566
7.7e+06,0,318.38,61.444,-1452.4,258.95,-2.6758,-3.856
7.8e+06,0,324.67,62.703,-1477.4,256.84,-2.6756,-3.8554
7.9e+06,0,330.93,63.955,-1502.2,254.75,-2.6754,-3.8549
8e+06,0,337.16,65.201,-1526.8,252.68,-2.675,-3.854
8.1e+06,0,343.37,66.44,-1551.1,250.63,-2.6747,-3.8533
8.2e+06,0,349.54,67.673,-1575.3,248.61,-2.6745,-3.8527
8.3e+06,5.1539e-20,355.68,68.9,-1599.2,246.6,-2.6741,-3.8519
8.4e+06,0.28681,361.8,70.12,-1623,244.24,-2.6738,-3.851
8.5e+06,0.52232,367.86,71.33,-1646.5,241.36,-2.6734,-3.8499
8.6e+06,0.71748,373.88,72.528,-1669.7,238.16,-2.673,-3.8491
8.7e+06,0.84516,379.82,73.712,-1692.5,234.62,-2.6727,-3.8482
8.8e+06,0.93534,385.69,74.88,-1715,230.85,-2.6721,-3.8469
8.9e+06,1.0066,391.49,76.031,-1737.1,226.95,-2.6717,-3.8457
9e+06,1.0604,397.2,77.165,-1758.9,223.03,-2.6713,-3.8447
9.1e+06,1.0967,402.83,78.281,-1780.2,219.24,-2.6709,-3.8437
9.2e+06,1.1155,408.39,79.381,-1801.2,215.48,-2.6704,-3.8424
9.3e+06,1.1169,413.86,80.464,-1821.8,211.81,-2.6699,-3.8411
9.4e+06,1.117,419.27,81.53,-1842.1,208.23,-2.6694,-3.8399
9.5e+06,1.117,424.6,82.582,-1862,204.85,-2.6688,-3.8382
9.6e+06,1.1009,429.87,83.619,-1881.6,201.59,-2.668,-3.8362
9.7e+06,1.0835,435.07,84.643,-1900.9,198.44,-2.6676,-3.8351
9.8e+06,1.0499,440.21,85.653,-1919.9,195.42,-2.6672,-3.8343
9.9e+06,1.0312,445.3,86.651,-1938.6,192.51,-2.6666,-3.8328
1e+07,0.99758,450.33,87.637,-1957,189.71,-2.666,-3.8311
1.01e+07,0.96273,455.31,88.612,-1975.2,187.07,-2.666,-3.8313
1.02e+07,0.91171,460.24,89.577,-1993.1,184.54,-2.6658,-3.8309
1.03e+07,0.89163,465.13,90.533,-2010.7,182.1,-2.6649,-3.8286
1.04e+07,0.90629,469.97,91.479,-2028.1,179.71,-2.664,-3.8262
1.05e+07,0.93974,474.78,92.416,-2045.3,177.32,-2.6635,-3.825
1.06e+07,0.95847,479.54,93.343,-2062.2,174.94,-2.6631,-3.8241
1.07e+07,0.94376,484.25,94.262,-2079,172.61,-2.6624,-3.8224
1.08e+07,0.97475,488.93,95.172,-2095.4,170.32,-2.6616,-3.8203
1.09e+07,0.97727,493.57,96.073,-2111.7,168.05,-2.6609,-3.8184
1.1e+07,0.97738,498.17,96.965,-2127.7,165.81,-2.6602,-3.8169
1.11e+07,0.96127,502.72,97.85,-2143.5,163.63,-2.6596,-3.8152
1.12e+07,0.94388,507.25,98.726,-2159.1,161.5,-2.6588,-3.8133
1.13e+07,0.91031,511.73,99.595,-2174.5,159.43,-2.658,-3.8112
1.14e+07,0.89158,516.18,100.46,-2189.7,157.42,-2.6572,-3.8092
1.15e+07,0.87407,520.6,101.31,-2204.7,155.46,-2.6564,-3.8073
1.16e+07,0.87272,524.99,102.16,-2219.5,153.55,-2.6557,-3.8054
1.17e+07,0.82433,529.35,103,-2234.1,151.68,-2.6548,-3.8032
1.18e+07,0.73992,533.68,103.83,-2248.5,149.91,-2.6539,-3.801
1.19e+07,0.68499,537.99,104.66,-2262.8,148.2,-2.653,-3.7989
1.2e+07,0.71308,542.27,105.49,-2276.9,146.53,-2.6522,-3.7967
1.21e+07,0.69937,546.52,106.31,-2290.8,144.86,-2.6512,-3.7944
1.22e+07,0.73041,550.76,107.12,-2304.5,143.21,-2.6503,-3.7919
1.23e+07,0.71682,554.97,107.93,-2318.1,141.57,-2.6492,-3.7893
1.24e+07,0.66731,559.16,108.73,-2331.5,139.97,-2.6482,-3.7867
1.25e+07,0.6634,563.32,109.53,-2344.8,138.41,-2.6472,-3.7842
1.26e+07,0.6149,567.47,110.33,-2357.9,136.88,-2.6462,-3.7817
1.27e+07,0.57881,571.59,111.12,-2370.9,135.39,-2.6451,-3.779
1.28e+07,0.49552,575.7,111.91,-2383.7,133.93,-2.6439,-3.7761
1.29e+07,0.53731,579.79,112.69,-2396.3,132.5,-2.6427,-3.7732
1.3e+07,0.55701,583.86,113.47,-2408.8,131.06,-2.6415,-3.7702
1.31e+07,0.65511,587.92,114.24,-2421.2,129.61,-2.6403,-3.7671
1.32e+07,0.72733,591.95,115.01,-2433.4,128.12,-2.639,-3.7638
1.33e+07,0.78113,595.97,115.78,-2445.5,126.62,-2.6376,-3.7604
1.34e+07,0.84966,599.96,116.54,-2457.4,125.09,-2.6361,-3.7568
1.35e+07,0.87109,603.94,117.3,-2469.2,123.56,-2.6346,-3.7531
1.36e+07,0.95315,607.89,118.06,-2480.8,122.01,-2.6331,-3.7493
1.37e+07,1.008,611.82,118.8,-2492.3,120.44,-2.6316,-3.7454
1.38e+07,1.0604,615.72,119.55,-2503.6,118.87,-2.6299,-3.7413
1.39e+07,1.0967,619.6,120.29,-2514.7,117.29,-2.6282,-3.7371
1.4e+07,1.1155,623.46,121.02,-2525.7,115.71,-2.6265,-3.7327
1.41e+07,1.1331,627.29,121.75,-2536.5,114.15,-2.6247,-3.7283
1.42e+07,1.1344,631.1,122.47,-2547.2,112.59,-2.6228,-3.7237
1.43e+07,1.1345,634.89,123.19,-2557.7,111.06,-2.6209,-3.719
1.44e+07,1.1345,638.65,123.9,-2568,109.55,-2.619,-3.7141
1.45e+07,1.1345,642.39,124.61,-2578.2,108.05,-2.6169,-3.7091
1.46e+07,1.1345,646.11,125.31,-2588.3,106.57,-2.6148,-3.7038
1.47e+07,1.1345,649.8,126.01,-2598.2,105.11,-2.6126,-3.6983
1.48e+07,1.1345,653.48,126.7,-2607.9,103.67,-2.6103,-3.6926
1.49e+07,1.1345,657.13,127.39,-2617.5,102.24,-2.608,-3.6867
1.5e+07,1.1345,660.77,128.07,-2627,100.83,-2.6055,-3.6807
1.51e+07,1.1345,664.38,128.75,-2636.3,99.431,-2.603,-3.6744
1.52e+07,1.1345,667.97,129.43,-2645.5,98.049,-2.6004,-3.668
1.53e+07,1.0539,671.55,130.1,-2654.6,96.699,-2.5977,-3.6614
1.54e+07,0.99915,675.11,130.77,-2663.5,95.385,-2.5949,-3.6545
1.55e+07,0.97891,678.65,131.43,-2672.2,94.095,-2.5921,-3.6473
1.56e+07,0.88078,682.17,132.1,-2680.9,92.837,-2.5892,-3.6398
1.57e+07,0.8569,685.68,132.75,-2689.4,91.608,-2.5861,-3.6321
1.58e+07,0.90361,689.18,133.41,-2697.8,90.382,-2.583,-3.6242
1.59e+07,0.9074,692.66,134.06,-2706,89.161,-2.5797,-3.6161
1.6e+07,0.92368,696.13,134.71,-2714.2,87.948,-2.5762,-3.6077
1.61e+07,0.87664,699.58,135.36,-2722.2,86.751,-2.5725,-3.5992
1.62e+07,0.63162,703.03,136,-2730.1,85.605,-2.5687,-3.5903
1.63e+07,0.61174,706.46,136.64,-2737.8,84.493,-2.5648,-3.5811
1.64e+07,0.70757,709.88,137.28,-2745.5,83.378,-2.561,-3.5716
1.65e+07,0.77969,713.29,137.91,-2753,82.252,-2.557,-3.5615
1.66e+07,0.88183,716.68,138.55,-2760.4,81.114,-2.5528,-3.5506
1.67e+07,0.88977,720.07,139.18,-2767.7,79.974,-2.5482,-3.5391
1.68e+07,0.97066,723.44,139.81,-2774.9,78.832,-2.5434,-3.527
1.69e+07,1.0254,726.8,140.43,-2782,77.685,-2.5382,-3.5144
1.7e+07,1.0618,730.15,141.06,-2788.9,76.539,-2.5329,-3.5014
1.71e+07,1.0968,733.48,141.68,-2795.7,75.395,-2.5273,-3.4881
1.72e+07,1.1155,736.8,142.29,-2802.4,74.256,-2.5217,-3.4743
1.73e+07,1.1331,740.11,142.91,-2809,73.124,-2.5158,-3.46
1.74e+07,1.1344,743.4,143.52,-2815.4,72.001,-2.5098,-3.4452
1.75e+07,1.1345,746.68,144.13,-2821.7,70.889,-2.5036,-3.4299
1.76e+07,1.1345,749.95,144.73,-2828,69.787,-2.4971,-3.4138
1.77e+07,1.1345,753.2,145.34,-2834.1,68.695,-2.4905,-3.3979
1.78e+07,1.1345,756.45,145.94,-2840,67.613,-2.4852,-3.3881
1.79e+07,1.1345,759.68,146.53,-2845.9,66.54,-2.4809,-3.3832
1.8e+07,1.1345,762.89,147.13,-2851.6,65.477,-2.4767,-3.3791
1.81e+07,1.1345,766.1,147.72,-2857.3,64.425,-2.4718,-3.3723
1.82e+07,1.1345,769.29,148.31,-2862.8,63.382,-2.4655,-3.3601
1.83e+07,1.1345,772.48,148.9,-2868.2,62.35,-2.4574,-3.3413
1.84e+07,1.1345,775.65,149.49,-2873.5,61.328,-2.4477,-3.3162
1.85e+07,1.1345,778.81,150.07,-2878.7,60.317,-2.4366,-3.2862
1.86e+07,1.1345,781.96,150.65,-2883.7,59.315,-2.4246,-3.253
1.87e+07,1.1345,785.1,151.23,-2888.7,58.324,-2.4122,-3.2188
1.88e+07,1.1345,788.23,151.8,-2893.5,57.342,-2.3997,-3.1853
1.89e+07,1.1345,791.35,152.38,-2898.3,56.371,-2.3873,-3.1534
1.9e+07,1.1345,794.46,152.95,-2902.9,55.409,-2.3753,-3.1236
1.91e+07,0.83315,797.56,153.52,-2907.4,54.477,-2.3635,-3.0956
1.92e+07,0.57923,800.66,154.09,-2911.8,53.582,-2.3518,-3.0686
1.93e+07,0.39827,803.74,154.65,-2916.1,52.71,-2.34,-3.0419
1.94e+07,0.2718,806.83,155.22,-2920.3,51.854,-2.3279,-3.0143
1.95e+07,0.19778,809.9,155.78,-2924.4,51.012,-2.3151,-2.9849
1.96e+07,0.1439,812.97,156.35,-2928.4,50.182,-2.3013,-2.9527
1.97e+07,0.10758,816.04,156.91,-2932.3,49.363,-2.2865,-2.9173
1.98e+07,0.072619,819.1,157.47,-2936.1,48.555,-2.2704,-2.8783
1.99e+07,0.05382,822.16,158.03,-2939.8,47.759,-2.2528,-2.8346
2e+07,0.036311,825.22,158.59,-2943.4,46.973,-2.232,-2.7812
2.01e+07,0.33643,828.27,159.15,-2946.9,46.191,-2.2084,-2.7193
2.02e+07,0.52635,831.32,159.71,-2950.3,45.41,-2.1827,-2.6514
2.03e+07,0.39544,834.36,160.27,-2953.6,44.641,-2.1557,-2.5803
2.04e+07,0.59389,837.39,160.82,-2956.8,43.882,-2.1282,-2.5085
2.05e+07,0.75515,840.43,161.38,-2959.9,43.126,-2.1006,-2.4379
2.06e+07,0.55797,843.45,161.93,-2962.9,42.385,-2.0735,-2.3695
2.07e+07,0.39676,846.47,162.48,-2965.7,41.666,-2.047,-2.3041
2.08e+07,0.59395,849.48,163.03,-2968.5,40.957,-2.0212,-2.2415
2.09e+07,0.75515,852.49,163.58,-2971.2,40.255,-1.9957,-2.181
2.1e+07,0.55797,855.5,164.13,-2973.8,39.571,-1.9703,-2.1214
2.11e+07,0.39676,858.5,164.68,-2976.3,38.909,-1.9446,-2.0617
2.12e+07,0.27173,861.49,165.23,-2978.7,38.267,-1.9183,-2.0006
2.13e+07,0.50373,864.48,165.77,-2981,37.639,-1.8911,-1.937
2.14e+07,0.37776,867.47,166.32,-2983.2,37.028,-1.8625,-1.8695
2.15e+07,0.27033,870.45,166.86,-2985.2,36.437,-1.8323,-1.7966
2.16e+07,0.42326,873.43,167.41,-2987.2,35.865,-1.8004,-1.7181
2.17e+07,0.62911,876.41,167.95,-2989.1,35.307,-1.7668,-1.634
2.18e+07,0.77396,879.38,168.49,-2990.9,34.764,-1.7312,-1.5447
2.19e+07,0.55937,882.34,169.03,-2992.6,34.245,-1.6939,-1.4507
2.2e+07,0.54182,885.3,169.57,-2994.2,33.752,-1.655,-1.3529
2.21e+07,0.39608,888.26,170.11,-2995.7,33.283,-1.6147,-1.2521
2.22e+07,0.59392,891.21,170.65,-2997.1,32.837,-1.5733,-1.1492
2.23e+07,0.75515,894.16,171.19,-2998.4,32.41,-1.5311,-1.0449
2.24e+07,0.88019,897.1,171.73,-2999.6,32.003,-1.4881,-0.93976
2.25e+07,0.97025,900.04,172.26,-3000.7,31.618,-1.4446,-0.83425
2.26e+07,1.0254,902.98,172.79,-3001.7,31.258,-1.4008,-0.72878
2.27e+07,1.0618,905.9,173.33,-3002.6,30.923,-1.3568,-0.6237
2.28e+07,1.0968,908.83,173.86,-3003.5,30.615,-1.3128,-0.51926
2.29e+07,1.1155,911.74,174.39,-3004.2,30.336,-1.2691,-0.41564
2.3e+07,1.1331,914.66,174.92,-3004.8,30.085,-1.2256,-0.31298
2.31e+07,1.1344,917.56,175.45,-3005.3,29.865,-1.1826,-0.21133
2.32e+07,1.1345,920.46,175.98,-3005.7,29.675,-1.1401,-0.11073
2.33e+07,1.1345,923.36,176.5,-3006.1,29.517,-1.0982,-0.011172
2.34e+07,1.1345,926.25,177.03,-3006.3,29.39,-1.0568,0.087358
2.35e+07,1.1345,929.14,177.55,-3006.4,29.296,-1.0162,0.18491
2.36e+07,1.1345,932.02,178.08,-3006.4,29.233,-0.97616,0.28155
2.37e+07,0.83315,934.89,178.6,-3006.4,29.208,-0.93679,0.37729
